ureC,ureB,ureA,urease_accessory_count,CA_any,CA_alpha,CA_beta,CA_gamma,urease_core_complete,urease_operon_single_contig,ureC_plus_CA_single_contig,MICP_gene_complete,cluster_rep,catalog,Lineage,Genome_type,Completeness,Contamination
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000299702,pig-gut,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__QAMH01;g__W2P13-069;s__W2P13-069 sp004553405,MAG,97.72,0.12
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302655,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__,MAG,96.31,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302657,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__,MAG,74.69,0.67
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000302661,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Limousia;s__,MAG,66.42,0.17
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000302663,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__,MAG,65.62,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000302664,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__,MAG,57.06,0.0
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000302665,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA2882;s__UBA2882 sp900317505,MAG,70.18,0.0
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000302670,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus sp012843675,MAG,73.8,0.87
1,1,1,3,1,0,1,1,1,1,0,1,MGYG000302674,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp000285855,MAG,96.08,0.32
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000302678,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus,MAG,98.45,0.13
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302683,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii,MAG,99.52,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302685,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis,MAG,98.11,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302687,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp004555425,MAG,95.2,0.37
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000302689,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus sp004556705,MAG,97.32,0.0
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000302691,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp004560305,MAG,91.74,1.23
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302692,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RUG115;s__RUG115 sp900315735,MAG,91.76,2.45
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302702,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__,MAG,95.52,1.9
1,1,1,4,1,0,1,1,1,1,0,1,MGYG000302705,pig-gut,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900545035,MAG,89.89,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302708,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp000431015,MAG,95.56,0.63
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302712,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__HGM11368;s__,MAG,94.85,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000302716,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UBA3631;s__,MAG,70.18,0.0
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000302720,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris,MAG,94.25,1.47
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000302729,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp001916965,MAG,92.8,2.43
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000302731,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__Onthousia;s__Onthousia sp000438295,MAG,89.33,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302735,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp004557185,MAG,97.03,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000302736,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__Faecenecus;s__Faecenecus gallistercoris,MAG,92.7,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302738,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp004555245,MAG,96.04,0.75
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000302743,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ventrimonas;s__Ventrimonas sp004554205,MAG,76.02,0.21
1,0,0,0,1,0,1,1,0,0,0,0,MGYG000302752,pig-gut,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter sp002139855,MAG,70.87,0.31
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000302754,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__SFKP01;s__SFKP01 sp004553715,MAG,65.24,0.64
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302759,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Limiplasma;s__,MAG,65.91,1.08
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000302764,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-917;g__CAG-475;s__CAG-475 sp000434435,MAG,84.9,0.0
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000302775,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__,MAG,87.65,2.5
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302777,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__AM51-8;s__,MAG,97.02,0.74
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302778,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__,MAG,87.92,1.68
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302779,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1381;f__UBA1381;g__Ornithomonoglobus_A;s__,MAG,68.3,1.34
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302784,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__,MAG,96.46,0.53
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302786,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__,MAG,78.22,0.52
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302792,pig-gut,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__,MAG,84.9,1.4
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000302795,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__UBA737 sp905211675,MAG,65.68,0.02
1,0,0,0,1,0,1,1,0,0,0,0,MGYG000302796,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Rummeliibacillus;s__Rummeliibacillus sp003576525,MAG,96.18,1.55
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000302797,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-917;g__HGM11377;s__HGM11377 sp900755035,MAG,95.16,0.81
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000302799,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__,MAG,78.52,0.22
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000302800,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__,MAG,76.45,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000302801,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__RUG14199;s__,MAG,74.17,0.69
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000302802,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__RUG099;s__,MAG,97.07,1.65
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000302803,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__,MAG,75.38,2.24
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000302804,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__,MAG,94.68,0.0
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000302811,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__UBA11524;s__UBA11524 sp000437595,MAG,94.96,0.2
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302823,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__,MAG,80.15,3.34
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000302824,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__RUG705;s__,MAG,70.5,0.0
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000302828,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-791;s__CAG-791 sp000431495,MAG,97.89,0.1
1,0,0,0,1,0,0,1,0,0,1,0,MGYG000302832,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_Q;s__Eubacterium_Q sp900314445,MAG,98.64,0.02
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000302837,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-245;s__,MAG,68.84,2.01
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000302846,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__,MAG,97.35,3.12
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000302847,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__,MAG,78.6,1.48
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000302848,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-877;s__,MAG,92.42,3.37
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000302850,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,MAG,94.99,1.3
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000302851,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900546535,MAG,95.6,1.44
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000302854,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,MAG,91.93,0.37
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302855,pig-gut,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister succinatiphilus,MAG,96.94,0.0
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000302856,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__,MAG,95.66,0.0
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000302857,pig-gut,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,MAG,99.97,0.07
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000302863,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__,MAG,78.21,1.68
1,1,1,3,1,0,0,1,1,1,0,1,MGYG000302865,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-882;s__,MAG,70.72,0.67
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000302871,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-710;s__CAG-710 sp000432595,MAG,93.82,1.12
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000302873,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA1267;s__,MAG,97.05,1.33
1,0,0,0,1,0,0,1,0,0,1,0,MGYG000302876,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__;s__,MAG,70.25,1.34
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302883,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,MAG,97.63,0.0
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000302886,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__RUG099;s__,MAG,73.69,0.41
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000302895,pig-gut,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium thermophilum,MAG,98.18,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302897,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__,MAG,84.01,0.89
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000302901,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__SFMI01;s__,MAG,67.48,1.06
1,0,0,0,1,1,1,1,0,0,0,0,MGYG000302903,pig-gut,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter lanienae,MAG,97.04,0.0
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000302908,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp900551495,MAG,85.73,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302916,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Gallimonas;s__,MAG,90.82,4.03
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000302918,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__,MAG,92.7,0.6
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000302921,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola plebeius_B,MAG,82.32,0.65
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000302922,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp016296045,MAG,84.87,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302924,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__,MAG,71.55,1.26
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000302928,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__,MAG,90.82,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302930,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Avimuribaculum;s__,MAG,83.15,0.38
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302936,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,MAG,64.3,1.3
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000302938,pig-gut,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__JAGAJR01;s__JAGAJR01 sp017626035,MAG,95.16,1.88
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000302940,pig-gut,d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__CAG-196;s__,MAG,84.1,0.93
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000302942,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__CAG-238;s__,MAG,94.68,0.71
0,1,1,1,1,0,1,1,0,0,0,0,MGYG000302944,pig-gut,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii,MAG,69.19,0.73
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000302946,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__,MAG,75.57,0.84
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302948,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__,MAG,74.45,0.27
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000302952,pig-gut,d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111;s__,MAG,85.13,2.56
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000302955,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp016303085,MAG,94.72,2.51
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000302958,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1740;s__,MAG,65.2,1.01
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302960,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp018383375,MAG,88.56,0.38
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302966,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__,MAG,78.79,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302967,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__,MAG,90.63,2.11
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000302985,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__,MAG,90.34,0.67
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000302986,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__,MAG,87.34,1.86
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000302989,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp004562445,MAG,98.46,0.19
1,0,0,0,1,0,1,1,0,0,0,0,MGYG000302990,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA11957;s__UBA11957 sp016301965,MAG,90.01,0.38
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000302991,pig-gut,d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Lawsonia;s__Lawsonia intracellularis,MAG,81.3,0.0
1,0,0,0,1,0,0,1,0,0,1,0,MGYG000302996,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp000431775,MAG,96.25,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000303000,pig-gut,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__Spyradenecus;s__,MAG,68.48,1.46
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000303001,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__RGIG4131;s__,MAG,71.14,0.67
1,0,0,0,1,0,0,1,0,0,1,0,MGYG000303004,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-917;g__CAG-349;s__CAG-349 sp001940895,MAG,92.7,0.07
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000303005,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__HGM11604;s__HGM11604 sp900769875,MAG,97.83,0.0
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000303008,pig-gut,d__Bacteria;p__Myxococcota;c__Bradymonadia;o__UBA4248;f__UBA4248;g__UBA4248;s__,MAG,76.13,1.29
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000303010,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-917;g__CAG-917;s__,MAG,80.68,0.07
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000303026,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-917;g__CAG-475;s__CAG-475 sp900769205,MAG,79.7,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000303032,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__RGIG3994;s__,MAG,86.47,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000303038,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__RF16;s__,MAG,93.28,0.54
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000303039,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__,MAG,77.25,0.67
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000303040,pig-gut,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__UBA1067;s__,MAG,78.02,2.03
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000303041,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__,MAG,93.08,2.41
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000303063,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__,MAG,88.28,0.65
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000303064,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__Limimorpha;s__Limimorpha sp900769945,MAG,98.39,0.0
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000303065,pig-gut,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp016293495,MAG,98.6,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000303067,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-1252;g__RUG14300;s__,MAG,90.73,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000303068,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp900545245,MAG,81.08,0.1
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000303073,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__RGIG3159;s__,MAG,61.91,1.34
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000303075,pig-gut,d__Bacteria;p__Myxococcota;c__Bradymonadia;o__UBA4248;f__UBA4248;g__UBA4248;s__UBA4248 sp004554395,MAG,72.97,1.13
